scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513003	gene22925	AT4G04500.1_Symbols:_CRK37_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_37_chr4:2238411- 2240865_FORWARD_LENGTH=2039	0.350877192982456	57	6	1314	1484	-1	
scf0513003	gene22925	AT2G13800.1_Symbols:_ATSERK5,_SERK5,	 _BAK8_somatic_embryogenesis_receptor- like_kinase_5_chr2:5753271-5757239_FORWARD_LENGTH=1985	0.5	54	4	1304	1465	-1	
scf0513003	gene22925	AT2G17220.1_Symbols:__Protein_kinase_superfamily_protein_chr2:7487654	 -7490167_REVERSE_LENGTH=1856	0.266666666666667	90	8	745	1014	-1	
scf0513003	gene22925	AT3G24540.1_Symbols:__Protein_kinase_superfamily_protein_chr3:8952903	 -8955621_FORWARD_LENGTH=1530	0.423076923076923	52	8	921	1076	1	
scf0513003	gene22925	AT2G07180.1_Symbols:__Protein_kinase_superfamily_protein_chr2:2980899	 -2983495_REVERSE_LENGTH=1736	0.419354838709677	62	7	575	760	-1	
scf0513003	gene22925	AT5G48740.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:19765195- 19769369_REVERSE_LENGTH=2872	0.45	60	3	2350	2529	-1	
scf0513003	gene22925	AT4G11480.1_Symbols:_CRK32_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_32_chr4:6971408- 6973799_FORWARD_LENGTH=1971	0.407407407407407	54	5	1029	1190	-1	
scf0513003	gene22925	AT1G18390.2_Symbols:__Protein_kinase_superfamily_protein_chr1:6327463	 -6330098_FORWARD_LENGTH=2128	0.447368421052632	76	2	988	1215	1	
scf0513003	gene22925	AT2G37050.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:15568986- 15573726_FORWARD_LENGTH=3355	0.390243902439024	82	3	2467	2712	-1	
scf0513003	gene22925	AT1G01540.1_Symbols:__Protein_kinase_superfamily_protein_chr1:195812-	 198635_FORWARD_LENGTH=1908	0.462962962962963	54	18	968	1129	-1	
scf0513003	gene22925	AT4G39400.1_Symbols:_BRI1,_CBB2,_DWF2,_BIN1,	 _ATBRI1_Leucine-rich_receptor- like_protein_kinase_family_protein_chr4:18324661- 18328826_FORWARD_LENGTH=4166	0.333333333333333	57	5	3093	3263	-1	
scf0513003	gene22925	AT2G17220.2_Symbols:__Protein_kinase_superfamily_protein_chr2:7487675	 -7490176_REVERSE_LENGTH=1841	0.266666666666667	90	8	751	1020	-1	
scf0513003	gene22925	AT1G76370.1_Symbols:__Protein_kinase_superfamily_protein_chr1:2864844	 9-28650484_REVERSE_LENGTH=1602	0.333333333333333	60	6	942	1121	-1	
scf0513003	gene22925	AT4G23130.1_Symbols:_CRK5,	 _RLK6_cysteine-rich_RLK_(RECEPTOR- like_protein_kinase)_5_chr4:12117541- 12120134_REVERSE_LENGTH=2127	0.435483870967742	62	4	1080	1265	-1	
scf0513003	gene22925	AT2G28930.1_Symbols:_APK1B,	 _PK1B_protein_kinase_1B_chr2:12424775- 12426674_FORWARD_LENGTH=1563	0.5	76	5	914	1141	-1	
scf0513003	gene22925	AT4G23190.1_Symbols:_CRK11,	 _AT-RLK3_cysteine-rich_RLK_(RECEPTOR- like_protein_kinase)_11_chr4:12141032- 12143833_REVERSE_LENGTH=2292	0.387096774193548	62	4	1233	1418	-1	
scf0513003	gene22925	AT5G18500.2_Symbols:__Protein_kinase_superfamily_protein_chr5:6138383	 -6141630_FORWARD_LENGTH=2026	0.367647058823529	68	16	1207	1410	-1	
scf0513003	gene22925	AT2G25220.2_Symbols:__Protein_kinase_superfamily_protein_chr2:10742	 713-10745594_REVERSE_LENGTH=1573	0.345454545454545	55	5	793	957	-1	
scf0513003	gene22925	AT1G07570.3_Symbols:_APK1A_Protein_kinase_superfamily_protein_chr1:23	 31334-2333738_REVERSE_LENGTH=1459	0.311475409836066	61	7	891	1073	-1	
scf0513003	gene22925	AT1G55200.1_Symbols:__Protein_kinase_protein_with_adenine_nucleotide_	 alpha_hydrolases-like_domain_chr1:20589129- 20592063_REVERSE_LENGTH=2225	0.3984375	128	4	1571	1954	-1	
scf0513003	gene22925	AT1G61380.1_Symbols:_SD1-29_S-domain-1_29_chr1:22646072-	 22649521_REVERSE_LENGTH=2743	0.366197183098592	71	7	1594	1806	-1	
scf0513003	gene22925	AT5G63710.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:25499414- 25502798_FORWARD_LENGTH=2106	0.463768115942029	69	3	1360	1566	-1	
scf0513003	gene22925	AT3G55450.2_Symbols:_PBL1_PBS1-like_1_chr3:20558102-	 20560096_FORWARD_LENGTH=1441	0.596774193548387	62	6	819	1004	-1	
scf0513003	gene22925	AT1G34210.1_Symbols:_SERK2,	 _ATSERK2_somatic_embryogenesis_receptor- like_kinase_2_chr1:12458670-12462905_FORWARD_LENGTH=2448	0.382113821138211	123	5	1608	1976	-1	
scf0513003	gene22925	AT1G31420.1_Symbols:_FEI1_Leucine-	 rich_repeat_protein_kinase_family_protein_chr1:11249618- 11253879_FORWARD_LENGTH=2469	0.282051282051282	78	7	1608	1841	1	
scf0513003	gene22925	AT4G23160.1_Symbols:_CRK8_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_8_chr4:12129485- 12134187_FORWARD_LENGTH=3890	0.409836065573771	61	6	2880	3062	-1	
scf0513003	gene22925	AT3G01300.1_Symbols:__Protein_kinase_superfamily_protein_chr3:90598-	 93585_REVERSE_LENGTH=1942	0.385964912280702	57	6	961	1131	-1	
scf0513003	gene22925	AT2G23450.2_Symbols:__Protein_kinase_superfamily_protein_chr2:9988754	 -9991695_REVERSE_LENGTH=2502	0.402777777777778	72	3	1730	1945	-1	
scf0513003	gene22925	AT4G35030.3_Symbols:__Protein_kinase_superfamily_protein_chr4:1667570	 2-16678206_FORWARD_LENGTH=1727	0.288135593220339	59	5	926	1102	-1	
scf0513003	gene22925	AT4G22130.1_Symbols:_SRF8_STRUBBELIG-receptor_family_8_chr4:11723513-	 11727673_FORWARD_LENGTH=2674	0.269230769230769	52	7	1574	1729	-1	
scf0513003	gene22925	AT1G71830.1_Symbols:_SERK1,	 _ATSERK1_somatic_embryogenesis_receptor- like_kinase_1_chr1:27018158-27022117_FORWARD_LENGTH=2570	0.380165289256198	121	5	1614	1976	-1	
scf0513003	gene22925	AT1G72300.1_Symbols:__Leucine-rich_receptor-	 like_protein_kinase_family_protein_chr1:27217477- 27221123_REVERSE_LENGTH=3647	0.26063829787234	188	5	2570	3133	-1	
scf0513003	gene22925	AT4G23260.1_Symbols:_CRK18_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_18_chr4:12167354- 12170086_REVERSE_LENGTH=2185	0.368421052631579	57	5	1105	1275	-1	
scf0513003	gene22925	AT2G28930.3_Symbols:_APK1B,	 _PK1B_protein_kinase_1B_chr2:12424303- 12426674_FORWARD_LENGTH=1605	0.5	76	5	956	1183	-1	
scf0513003	gene22925	AT3G17420.1_Symbols:_GPK1_glyoxysomal_protein_kinase_1_chr3:5959212-	 5962179_REVERSE_LENGTH=1915	0.37037037037037	54	14	1380	1541	1	
scf0513003	gene22925	AT1G77280.1_Symbols:__Protein_kinase_protein_with_adenine_nucleotide_	 alpha_hydrolases-like_domain_chr1:29031468- 29035882_REVERSE_LENGTH=2385	0.252631578947368	95	7	1489	1773	-1	
scf0513003	gene22925	AT2G28970.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:12443919- 12448163_FORWARD_LENGTH=2361	0.549019607843137	51	3	1903	2055	1	
scf0513003	gene22925	AT5G54380.1_Symbols:_THE1_protein_kinase_family_protein_chr5:22077092	 -22079880_REVERSE_LENGTH=2789	0.396551724137931	58	5	1593	1766	-1	
scf0513003	gene22925	AT4G03230.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr4:1419278- 1423337_REVERSE_LENGTH=3258	0.372549019607843	51	6	2581	2733	-1	
scf0513003	gene22925	AT1G21230.1_Symbols:_WAK5_wall_associated_kinase_5_chr1:7429980-	 7432346_FORWARD_LENGTH=2202	0.323943661971831	71	5	1591	1803	-1	
scf0513003	gene22925	AT5G01540.1_Symbols:_LECRKA4.1_lectin_receptor_kinase_a4.1_chr5:21097	 9-213472_REVERSE_LENGTH=2494	0.461538461538462	65	3	1663	1857	-1	
scf0513003	gene22925	AT4G32300.1_Symbols:_SD2-5_S-domain-2_5_chr4:15599475-	 15602595_FORWARD_LENGTH=3121	0.380952380952381	105	3	2253	2567	-1	
scf0513003	gene22925	AT5G18500.1_Symbols:__Protein_kinase_superfamily_protein_chr5:6138489	 -6141630_FORWARD_LENGTH=2007	0.367647058823529	68	16	1188	1391	-1	
scf0513003	gene22925	AT5G40380.1_Symbols:_CRK42_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_42_chr5:16151772- 16155177_FORWARD_LENGTH=2444	0.272727272727273	88	5	1280	1543	-1	
scf0513003	gene22925	AT2G28930.2_Symbols:_APK1B,	 _PK1B_protein_kinase_1B_chr2:12424342- 12426674_FORWARD_LENGTH=1557	0.5	76	5	908	1135	-1	
scf0513003	gene22925	AT2G43230.2_Symbols:__Protein_kinase_superfamily_protein_chr2:1796625	 1-17968635_FORWARD_LENGTH=1736	0.467889908256881	109	5	1157	1483	-1	
scf0513003	gene22925	AT3G59110.1_Symbols:__Protein_kinase_superfamily_protein_chr3:2185471	 9-21858204_FORWARD_LENGTH=2417	0.410714285714286	56	12	1000	1167	-1	
scf0513003	gene22925	AT5G62230.1_Symbols:_ERL1_ERECTA-like_1_chr5:24996234-	 25002340_FORWARD_LENGTH=3310	0.383177570093458	107	3	2428	2748	-1	
scf0513003	gene22925	AT1G61610.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr1:22733472- 22736509_FORWARD_LENGTH=2529	0.470588235294118	68	2	1849	2052	1	
scf0513003	gene22925	AT5G42440.1_Symbols:__Protein_kinase_superfamily_protein_chr5:16973	 304-16974574_REVERSE_LENGTH=1271	0.411764705882353	51	5	667	819	-1	
scf0513003	gene22925	AT1G55610.2_Symbols:_BRL1_BRI1_like_chr1:20779874-	 20784017_REVERSE_LENGTH=4033	0.265822784810127	79	7	3098	3334	-1	
scf0513003	gene22925	AT4G32000.2_Symbols:__Protein_kinase_superfamily_protein_chr4:1547397	 1-15476685_REVERSE_LENGTH=1402	0.4	70	7	480	689	-1	
scf0513003	gene22925	AT2G39110.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1631966	 4-16321685_FORWARD_LENGTH=1531	0.484848484848485	66	7	862	1059	-1	
scf0513003	gene22925	AT4G22130.2_Symbols:_SRF8_STRUBBELIG-receptor_family_8_chr4:11724706-	 11727673_FORWARD_LENGTH=2106	0.269230769230769	52	7	1006	1161	-1	
scf0513003	gene22925	AT3G59350.1_Symbols:__Protein_kinase_superfamily_protein_chr3:2193268	 5-21935192_FORWARD_LENGTH=1781	0.467889908256881	109	5	1082	1408	-1	
scf0513003	gene22925	AT1G30570.1_Symbols:_HERK2_hercules_receptor_kinase_2_chr1:10828933-	 10831482_FORWARD_LENGTH=2550	0.295081967213115	61	5	2023	2205	-1	
scf0513003	gene22925	AT4G33430.1_Symbols:_BAK1,_RKS10,_SERK3,_ELG,_ATSERK3,	 _ATBAK1_BRI1-associated_receptor_kinase_chr4:16086402- 16090771_REVERSE_LENGTH=2583	0.272727272727273	77	6	1642	1872	-1	
scf0513003	gene22925	AT1G52290.1_Symbols:__Protein_kinase_superfamily_protein_chr1:1947003	 3-19472449_REVERSE_LENGTH=1835	0.426229508196721	61	7	579	761	-1	
scf0513003	gene22925	AT5G65600.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:26216126- 26218153_REVERSE_LENGTH=2028	0.3625	80	6	1411	1650	-1	
scf0513003	gene22925	AT4G32710.1_Symbols:__Protein_kinase_superfamily_protein_chr4:15781	 045-15783461_FORWARD_LENGTH=1618	0.253164556962025	79	7	356	592	-1	
scf0513003	gene22925	AT3G58690.1_Symbols:__Protein_kinase_superfamily_protein_chr3:21709	 170-21711381_FORWARD_LENGTH=1537	0.566666666666667	60	5	943	1122	-1	
scf0513003	gene22925	AT1G29730.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:10400564- 10405874_REVERSE_LENGTH=3056	0.291666666666667	72	7	2222	2437	1	
scf0513003	gene22925	AT2G37050.3_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:15568986- 15573726_FORWARD_LENGTH=3358	0.390243902439024	82	3	2470	2715	-1	
scf0513003	gene22925	AT2G35620.1_Symbols:_FEI2_Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:14960940- 14965359_REVERSE_LENGTH=2263	0.43801652892562	121	4	1437	1799	-1	
scf0513003	gene22925	AT1G24650.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr1:8734570- 8737315_FORWARD_LENGTH=2661	0.368421052631579	57	5	1713	1883	-1	
scf0513003	gene22925	AT5G49780.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:20229256- 20233095_FORWARD_LENGTH=2732	0.446428571428571	56	5	2204	2371	-1	
scf0513003	gene22925	AT4G00970.1_Symbols:_CRK41_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_41_chr4:418437- 421694_FORWARD_LENGTH=1998	0.517857142857143	56	2	1312	1479	1	
scf0513003	gene22925	AT2G35620.2_Symbols:_FEI2_Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:14961113- 14965497_REVERSE_LENGTH=2205	0.43801652892562	121	4	1552	1914	-1	
scf0513003	gene22925	AT3G23750.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr3:8558332- 8561428_FORWARD_LENGTH=2952	0.416666666666667	84	4	2163	2414	-1	
scf0513003	gene22925	AT5G65240.2_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:26074402- 26077676_REVERSE_LENGTH=2077	0.32520325203252	123	4	1163	1531	-1	
scf0513003	gene22925	AT4G11900.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr4:7150241- 7153571_REVERSE_LENGTH=2579	0.375	56	6	1925	2092	-1	
scf0513003	gene22925	AT1G21240.1_Symbols:_WAK3_wall_associated_kinase_3_chr1:7434303-	 7436830_FORWARD_LENGTH=2354	0.385964912280702	57	4	1317	1487	-1	
scf0513003	gene22925	AT1G79680.1_Symbols:_WAKL10,	 _ATWAKL10_WALL_ASSOCIATED_KINASE_(WAK)- LIKE_10_chr1:29979973-29982773_REVERSE_LENGTH=2549	0.283464566929134	127	5	1537	1917	-1	
scf0513003	gene22925	AT1G07650.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:2359549- 2366561_REVERSE_LENGTH=3451	0.317073170731707	82	6	2543	2788	1	
scf0513003	gene22925	AT5G59260.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:23907901- 23909925_REVERSE_LENGTH=2025	0.364963503649635	137	3	1344	1754	-1	
scf0513003	gene22925	AT1G56140.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:21001574- 21007809_REVERSE_LENGTH=3320	0.307692307692308	78	4	2179	2412	-1	
scf0513003	gene22925	AT3G24550.1_Symbols:_ATPERK1,	 _PERK1_proline_extensin- like_receptor_kinase_1_chr3:8960258- 8963568_FORWARD_LENGTH=2377	0.325	120	6	1276	1635	-1	
scf0513003	gene22925	AT1G48210.1_Symbols:__Protein_kinase_superfamily_protein_chr1:1779843	 1-17801987_FORWARD_LENGTH=1468	0.403669724770642	109	5	883	1209	-1	
scf0513003	gene22925	AT5G56790.1_Symbols:__Protein_kinase_superfamily_protein_chr5:2296793	 9-22971536_FORWARD_LENGTH=2826	0.306930693069307	101	6	1800	2102	-1	
scf0513003	gene22925	AT3G18810.1_Symbols:__Protein_kinase_superfamily_protein_chr3:6480701	 -6483593_REVERSE_LENGTH=2103	0.444444444444444	54	5	1071	1232	-1	
scf0513003	gene22925	AT5G53890.1_Symbols:_PSKR2,	 _AtPSKR2_phytosylfokine-alpha_receptor_2_chr5:21876861- 21880461_FORWARD_LENGTH=3438	0.37037037037037	108	4	2536	2859	-1	
scf0513003	gene22925	AT3G62220.1_Symbols:__Protein_kinase_superfamily_protein_chr3:2302910	 0-23031155_REVERSE_LENGTH=1367	0.370967741935484	62	7	790	975	-1	
scf0513003	gene22925	AT4G04490.1_Symbols:_CRK36_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_36_chr4:2231957- 2234638_REVERSE_LENGTH=1977	0.403225806451613	62	5	1080	1265	-1	
scf0513003	gene22925	AT5G07180.1_Symbols:_ERL2_ERECTA-like_2_chr5:2227571-	 2233417_REVERSE_LENGTH=3305	0.269230769230769	78	5	2423	2656	1	
scf0513003	gene22925	AT3G55550.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr3:20600019- 20602087_REVERSE_LENGTH=2069	0.380952380952381	126	4	1367	1744	-1	
scf0513003	gene22925	AT4G33430.2_Symbols:_BAK1_BRI1-	 associated_receptor_kinase_chr4:16086311- 16090777_REVERSE_LENGTH=2821	0.272727272727273	77	6	1789	2019	-1	
scf0513003	gene22925	AT4G23280.1_Symbols:_CRK20_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_20_chr4:12174740- 12177471_FORWARD_LENGTH=1971	0.316666666666667	60	6	1275	1454	-1	
scf0513003	gene22925	AT4G11530.1_Symbols:_CRK34_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_34_chr4:6987093- 6989599_FORWARD_LENGTH=2010	0.403225806451613	62	5	1095	1280	-1	
scf0513003	gene22925	AT1G55610.1_Symbols:_BRL1_BRI1_like_chr1:20779874-	 20784017_REVERSE_LENGTH=3925	0.265822784810127	79	7	2990	3226	-1	
scf0513003	gene22925	AT1G68690.1_Symbols:__Protein_kinase_superfamily_protein_chr1:2578860	 8-25792324_FORWARD_LENGTH=3050	0.33695652173913	92	4	1701	1976	-1	
scf0513003	gene22925	AT5G62230.2_Symbols:_ERL1_ERECTA-like_1_chr5:24996129-	 25002322_FORWARD_LENGTH=3253	0.383177570093458	107	3	2389	2709	-1	
scf0513003	gene22925	AT1G07570.1_Symbols:_APK1A,	 _APK1_Protein_kinase_superfamily_protein_chr1:2331170- 2333395_REVERSE_LENGTH=1617	0.311475409836066	61	7	885	1067	-1	
scf0513003	gene22925	AT3G28690.3_Symbols:__Protein_kinase_superfamily_protein_chr3:1075541	 2-10757494_FORWARD_LENGTH=1278	0.35	60	10	718	897	-1	
scf0513003	gene22925	AT5G02290.2_Symbols:_NAK_Protein_kinase_superfamily_protein_chr5:4701	 82-472784_REVERSE_LENGTH=1584	0.265625	64	6	588	779	-1	
scf0513003	gene22925	AT4G23250.1_Symbols:_EMB1290,_DUF26-21,_RKC1,	 _CRK17_kinases;protein_kinases_chr4:12162004- 12167026_REVERSE_LENGTH=3108	0.363636363636364	55	5	1125	1289	-1	
scf0513003	gene22925	AT1G56120.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:20987288- 20993072_REVERSE_LENGTH=3144	0.340659340659341	91	4	2107	2379	-1	
scf0513003	gene22925	AT1G52540.1_Symbols:__Protein_kinase_superfamily_protein_chr1:1957005	 8-19572204_REVERSE_LENGTH=1613	0.284210526315789	95	3	417	701	-1	
scf0513003	gene22925	AT5G59270.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:23911151- 23913235_REVERSE_LENGTH=2007	0.289473684210526	76	5	1324	1551	-1	
scf0513003	gene22925	AT5G16000.1_Symbols:_NIK1_NSP-interacting_kinase_1_chr5:5224143-	 5227288_FORWARD_LENGTH=2323	0.477611940298507	67	4	1471	1671	-1	
scf0513003	gene22925	AT3G09010.1_Symbols:__Protein_kinase_superfamily_protein_chr3:2749953	 -2752276_FORWARD_LENGTH=1704	0.409722222222222	144	3	635	1066	-1	
scf0513003	gene22925	AT5G18610.2_Symbols:__Protein_kinase_superfamily_protein_chr5:6192443	 -6195753_FORWARD_LENGTH=2081	0.316666666666667	60	6	881	1060	-1	
scf0513003	gene22925	AT2G48010.1_Symbols:_RKF3_receptor-	 like_kinase_in_in_flowers_3_chr2:19641377- 19643491_FORWARD_LENGTH=2115	0.433628318584071	113	4	1258	1596	-1	
scf0513003	gene22925	AT1G07570.2_Symbols:_APK1A,	 _APK1_Protein_kinase_superfamily_protein_chr1:2331226- 2333633_REVERSE_LENGTH=1576	0.311475409836066	61	7	900	1082	-1	
scf0513003	gene22925	AT2G18470.1_Symbols:_PERK4_roline-rich_extensin-	 like_receptor_kinase_4_chr2:8005285- 8008052_REVERSE_LENGTH=2016	0.272727272727273	66	7	1285	1482	-1	
scf0513003	gene22925	AT2G23450.1_Symbols:__Protein_kinase_superfamily_protein_chr2:9988754	 -9991332_REVERSE_LENGTH=2387	0.402777777777778	72	3	1615	1830	-1	
scf0513003	gene22925	AT3G15890.1_Symbols:__Protein_kinase_superfamily_protein_chr3:5374248	 -5376275_FORWARD_LENGTH=1388	0.353846153846154	65	4	759	953	-1	
scf0513003	gene22925	AT4G23260.2_Symbols:_CRK18_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_18_chr4:12167416- 12170080_REVERSE_LENGTH=2084	0.368421052631579	57	5	1066	1236	-1	
scf0513003	gene22925	AT3G20530.1_Symbols:__Protein_kinase_superfamily_protein_chr3:7166047	 -7167929_FORWARD_LENGTH=1555	0.379310344827586	58	5	811	984	-1	
scf0513003	gene22925	AT3G13380.1_Symbols:_BRL3_BRI1-like_3_chr3:4346557-	 4350923_FORWARD_LENGTH=4274	0.372881355932203	59	7	3449	3625	-1	
scf0513003	gene22925	AT1G07650.2_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:2359673- 2366447_REVERSE_LENGTH=3231	0.317073170731707	82	6	2447	2692	1	
scf0513003	gene22925	AT2G30940.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1316853	 3-13170285_FORWARD_LENGTH=1356	0.310344827586207	87	10	633	893	1	
scf0513003	gene22925	AT4G21390.1_Symbols:_B120_S-	 locus_lectin_protein_kinase_family_protein_chr4:11394355- 11397583_REVERSE_LENGTH=2762	0.377049180327869	61	6	1759	1941	-1	
scf0513003	gene22925	AT1G23540.1_Symbols:_IGI1,	 _AtPERK12_Protein_kinase_superfamily_protein_chr1:8346827 -8349786_REVERSE_LENGTH=2278	0.348484848484849	66	9	1176	1373	1	
scf0513003	gene22925	AT4G23230.1_Symbols:_CRK15_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_15_chr4:12157569- 12160270_REVERSE_LENGTH=2133	0.329545454545455	88	6	988	1251	-1	
scf0513003	gene22925	AT1G29750.1_Symbols:_RKF1_receptor-	 like_kinase_in_flowers_1_chr1:10413881- 10420251_REVERSE_LENGTH=3649	0.313725490196078	51	4	2803	2955	-1	
scf0513003	gene22925	AT1G11350.1_Symbols:_CBRLK1,_SD1-13,	 _RKS2_S-domain-1_13_chr1:3817591- 3820805_REVERSE_LENGTH=2680	0.39622641509434	53	5	1652	1810	-1	
scf0513003	gene22925	AT2G07180.2_Symbols:__Protein_kinase_superfamily_protein_chr2:2980899	 -2983602_REVERSE_LENGTH=1614	0.419354838709677	62	7	453	638	-1	
scf0513003	gene22925	AT4G32000.1_Symbols:__Protein_kinase_superfamily_protein_chr4:1547406	 2-15476655_REVERSE_LENGTH=1278	0.4	70	7	447	656	-1	
