scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512956	gene01884	AT5G45000.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18165383- 18167193_FORWARD_LENGTH=1492	0.387096774193548	62	5	233	418	-1	
scf0512956	gene01884	AT1G72940.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27442238- 27443856_FORWARD_LENGTH=1525	0.48	100	3	61	360	-1	
scf0512956	gene01884	AT1G61105.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:22513585- 22514492_REVERSE_LENGTH=598	0.289156626506024	83	1	88	336	1	
scf0512956	gene01884	AT3G44400.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16045954- 16049668_REVERSE_LENGTH=3314	0.4125	80	1	235	474	1	
scf0512956	gene01884	AT5G38344.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:15325831- 15326988_FORWARD_LENGTH=1158	0.443037974683544	79	1	390	626	1	
scf0512956	gene01884	AT5G40910.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16395507- 16399129_FORWARD_LENGTH=3315	0.507042253521127	71	3	147	359	-1	
scf0512956	gene01884	AT1G51270.1_Symbols:__structural_molecules;transmembrane_receptors;st	 ructural_molecules_chr1:19007510- 19010411_FORWARD_LENGTH=1783	0.397435897435897	78	1	1274	1507	1	
scf0512956	gene01884	AT2G19470.1_Symbols:_ckl5_casein_kinase_I-like_5_chr2:8433611-	 8436553_REVERSE_LENGTH=1800	0.432432432432432	74	1	448	669	1	
scf0512956	gene01884	AT4G16920.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9519173- 9525691_REVERSE_LENGTH=3915	0.556962025316456	79	1	118	354	1	
scf0512956	gene01884	AT4G12020.1_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7208766_FORWARD_LENGTH=5567	0.310344827586207	58	1	2293	2466	1	
scf0512956	gene01884	AT5G36930.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:14567622- 14572630_REVERSE_LENGTH=3852	0.473684210526316	76	4	178	405	-1	
scf0512956	gene01884	AT5G45210.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18295521- 18298434_FORWARD_LENGTH=2094	0.35	60	1	160	339	1	
scf0512956	gene01884	AT1G72900.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27432195- 27433782_FORWARD_LENGTH=1363	0.454545454545455	88	3	27	290	-1	
scf0512956	gene01884	AT5G18370.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:6085036- 6088926_REVERSE_LENGTH=3633	0.525	80	1	274	513	1	
scf0512956	gene01884	AT1G69550.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:26148021-26153555_REVERSE_LENGTH=5199	0.372093023255814	86	2	496	753	-1	
scf0512956	gene01884	AT1G52900.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:19702211- 19702916_REVERSE_LENGTH=600	0.352272727272727	88	1	100	363	1	
scf0512956	gene01884	AT1G57830.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:21420309- 21420803_FORWARD_LENGTH=495	0.372881355932203	59	3	195	371	-1	
scf0512956	gene01884	AT5G57015.1_Symbols:_ckl12_casein_kinase_I-like_12_chr5:23071097-	 23074843_FORWARD_LENGTH=1985	0.418918918918919	74	1	601	822	1	
scf0512956	gene01884	AT5G46450.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18835618- 18839546_FORWARD_LENGTH=3372	0.462365591397849	93	1	130	408	1	
scf0512956	gene01884	AT5G48780.1_Symbols:__disease_resistance_protein_(TIR-	 NBS_class)_chr5:19777468-19779604_FORWARD_LENGTH=2053	0.427272727272727	110	2	82	411	-1	
scf0512956	gene01884	AT5G41750.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16693909- 16698943_FORWARD_LENGTH=4140	0.435294117647059	85	3	258	512	-1	
scf0512956	gene01884	AT5G44920.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:18138775- 18140190_FORWARD_LENGTH=1154	0.4375	64	1	356	547	1	
scf0512956	gene01884	AT5G36930.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:14567622- 14572630_REVERSE_LENGTH=3876	0.473684210526316	76	4	202	429	-1	
scf0512956	gene01884	AT5G17880.1_Symbols:_CSA1_disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr5:5908874-5913099_REVERSE_LENGTH=3597	0.422535211267606	71	2	198	410	-1	
scf0512956	gene01884	AT1G56540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:21181664- 21185306_FORWARD_LENGTH=3291	0.301369863013699	73	4	141	359	1	
scf0512956	gene01884	AT4G16990.3_Symbols:_RLM3_disease_resistance_protein_(TIR-NBS_class),	 _putative_chr4:9560135-9565555_FORWARD_LENGTH=2918	0.507462686567164	67	3	179	379	-1	
scf0512956	gene01884	AT4G16890.1_Symbols:_SNC1,	 _BAL_disease_resistance_protein_(TIR-NBS-LRR_class), _putative_chr4:9500506-9505455_REVERSE_LENGTH=3906	0.411764705882353	68	3	165	368	-1	
scf0512956	gene01884	AT4G28860.1_Symbols:_ckl4_casein_kinase_I-like_4_chr4:14246283-	 14249544_FORWARD_LENGTH=1668	0.405405405405405	74	1	266	487	1	
scf0512956	gene01884	AT2G03300.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr2:1003468- 1004222_REVERSE_LENGTH=612	0.4375	64	1	154	345	1	
scf0512956	gene01884	AT4G04490.1_Symbols:_CRK36_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_36_chr4:2231957- 2234638_REVERSE_LENGTH=1977	0.311475409836066	61	1	940	1122	1	
scf0512956	gene01884	AT5G46490.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18850776- 18852862_FORWARD_LENGTH=1467	0.472727272727273	55	1	184	348	1	
scf0512956	gene01884	AT1G72840.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:27409302-27413831_REVERSE_LENGTH=4016	0.419354838709677	124	3	178	549	-1	
scf0512956	gene01884	AT5G45080.1_Symbols:_AtPP2-A6,	 _PP2-A6_phloem_protein_2-A6_chr5:18191575- 18193207_REVERSE_LENGTH=1179	0.402777777777778	72	1	178	393	1	
scf0512956	gene01884	AT5G45070.1_Symbols:_AtPP2-A8,	 _PP2-A8_phloem_protein_2-A8_chr5:18187630- 18189431_REVERSE_LENGTH=1403	0.442857142857143	70	1	244	453	1	
scf0512956	gene01884	AT5G46260.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18759102- 18763358_REVERSE_LENGTH=3618	0.472727272727273	55	1	112	276	1	
scf0512956	gene01884	AT4G16990.5_Symbols:_RLM3_disease_resistance_protein_(TIR-NBS_class),	 _putative_chr4:9560135-9565555_FORWARD_LENGTH=2915	0.507462686567164	67	3	179	379	-1	
scf0512956	gene01884	AT3G03855.1_Symbols:__pseudogene_of_disease_resistance_protein_chr3:9	 86948-990738_FORWARD_LENGTH=3791	0.453488372093023	86	1	219	476	1	
scf0512956	gene01884	AT5G18360.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:6080049- 6083027_REVERSE_LENGTH=2703	0.39344262295082	61	5	42	224	-1	
scf0512956	gene01884	AT3G04210.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr3:1105963-1108069_REVERSE_LENGTH=1940	0.45	80	1	353	592	1	
scf0512956	gene01884	AT1G51270.4_Symbols:__structural_molecules;transmembrane_receptors;st	 ructural_molecules_chr1:19007510- 19011272_FORWARD_LENGTH=1518	0.397435897435897	78	1	764	997	1	
scf0512956	gene01884	AT5G41540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16612659- 16616063_REVERSE_LENGTH=3117	0.430555555555556	72	2	147	362	-1	
scf0512956	gene01884	AT4G16860.1_Symbols:_RPP4_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9488466- 9495816_REVERSE_LENGTH=3678	0.5	74	2	266	487	-1	
scf0512956	gene01884	AT1G63750.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23650848- 23655363_FORWARD_LENGTH=4340	0.452380952380952	84	2	227	478	-1	
scf0512956	gene01884	AT5G46470.1_Symbols:_RPS6_disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18842701- 18849741_FORWARD_LENGTH=4849	0.370967741935484	62	9	4390	4575	1	
scf0512956	gene01884	AT3G03930.1_Symbols:__protein_kinase-related_chr3:1011414-	 1012810_REVERSE_LENGTH=888	0.26984126984127	63	7	262	450	1	
scf0512956	gene01884	AT4G11340.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:6894208- 6899130_REVERSE_LENGTH=1488	0.431034482758621	58	2	729	902	-1	
scf0512956	gene01884	AT4G12010.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:7197211- 7201393_REVERSE_LENGTH=3774	0.490566037735849	53	4	159	317	-1	
scf0512956	gene01884	AT5G44910.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:18137354- 18138235_FORWARD_LENGTH=726	0.393939393939394	66	1	178	375	1	
scf0512956	gene01884	AT5G44870.1_Symbols:_LAZ5_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18114666- 18118608_FORWARD_LENGTH=3513	0.4	65	3	180	374	-1	
scf0512956	gene01884	AT4G11170.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:6811127- 6817130_FORWARD_LENGTH=3288	0.516666666666667	60	4	177	356	-1	
scf0512956	gene01884	AT1G63860.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23701484- 23706005_REVERSE_LENGTH=3451	0.507936507936508	63	3	186	374	-1	
scf0512956	gene01884	AT4G26100.1_Symbols:_CK1,	 _CKL1_casein_kinase_1_chr4:13227450- 13230797_REVERSE_LENGTH=2077	0.432432432432432	74	1	479	700	1	
scf0512956	gene01884	AT1G51270.2_Symbols:__structural_molecules;transmembrane_receptors;st	 ructural_molecules_chr1:19007510- 19010711_FORWARD_LENGTH=1878	0.397435897435897	78	1	1274	1507	1	
scf0512956	gene01884	AT1G72710.1_Symbols:_CKL2_casein_kinase_1-	 like_protein_2_chr1:27372271- 27376584_FORWARD_LENGTH=2086	0.405405405405405	74	1	472	693	1	
scf0512956	gene01884	AT4G14370.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:8279641- 8283263_REVERSE_LENGTH=3220	0.45	60	2	57	236	-1	
scf0512956	gene01884	AT5G45060.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18182038- 18186495_FORWARD_LENGTH=3926	0.450980392156863	51	4	3	155	-1	
scf0512956	gene01884	AT1G60320.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:22235091- 22235606_FORWARD_LENGTH=516	0.280701754385965	57	2	251	421	-1	
scf0512956	gene01884	AT5G40060.1_Symbols:__Disease_resistance_protein_(NBS-	 LRR_class)_family_chr5:16034576- 16039096_FORWARD_LENGTH=3866	0.322033898305085	59	7	195	371	1	
scf0512956	gene01884	AT5G40920.1_Symbols:__pseudogene,	 _disease_resistance_protein_(TIR-NBS-LRR_class), _putative,_domain_signature_TIR-NBS-LRR_exists, _suggestive_of_a_disease_resistance_protein._chr5:1640065 4-16404325_FORWARD_LENGTH=3380	0.507042253521127	71	3	172	384	-1	
scf0512956	gene01884	AT2G32140.1_Symbols:__transmembrane_receptors_chr2:13655627-	 13657175_REVERSE_LENGTH=1291	0.466666666666667	60	3	349	528	-1	
scf0512956	gene01884	AT4G36140.1_Symbols:__disease_resistance_protein_(TIR-NBS-LRR_class),	 _putative_chr4:17098956-17104479_REVERSE_LENGTH=4824	0.388888888888889	54	2	1417	1578	1	
scf0512956	gene01884	AT1G72920.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:27437928- 27439091_FORWARD_LENGTH=1070	0.48	100	3	40	339	-1	
scf0512956	gene01884	AT5G40100.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16043929- 16047355_FORWARD_LENGTH=3101	0.462962962962963	108	3	83	406	-1	
scf0512956	gene01884	AT1G63870.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23707131- 23711901_REVERSE_LENGTH=3096	0.425287356321839	87	3	117	377	-1	
scf0512956	gene01884	AT1G56510.1_Symbols:_WRR4,	 _ADR2_Disease_resistance_protein_(TIR-NBS- LRR_class)_chr1:21167589-21173632_FORWARD_LENGTH=3657	0.476190476190476	63	3	298	486	-1	
scf0512956	gene01884	AT1G47370.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:17365898- 17368703_REVERSE_LENGTH=1092	0.357142857142857	56	6	198	365	1	
scf0512956	gene01884	AT1G72890.2_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:27429916-27431960_FORWARD_LENGTH=1529	0.268041237113402	97	5	149	439	-1	
scf0512956	gene01884	AT1G65390.1_Symbols:_ATPP2-A5,	 _PP2-A5_phloem_protein_2_A5_chr1:24292478- 24294631_FORWARD_LENGTH=1389	0.415384615384615	65	1	284	478	1	
scf0512956	gene01884	AT1G17600.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:6052936- 6056664_REVERSE_LENGTH=3332	0.453703703703704	108	3	128	451	-1	
scf0512956	gene01884	AT1G56520.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:21174664- 21178974_REVERSE_LENGTH=3624	0.46031746031746	63	3	237	425	-1	
scf0512956	gene01884	AT5G46490.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18850776- 18853843_FORWARD_LENGTH=2649	0.472727272727273	55	1	184	348	1	
scf0512956	gene01884	AT1G57670.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:21357169- 21359872_REVERSE_LENGTH=1164	0.389830508474576	59	2	171	347	-1	
scf0512956	gene01884	AT1G72910.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27435614- 27437144_FORWARD_LENGTH=1420	0.446428571428571	112	3	41	376	-1	
scf0512956	gene01884	AT1G64070.1_Symbols:_RLM1_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23779949- 23783449_FORWARD_LENGTH=2994	0.464285714285714	84	3	123	374	-1	
scf0512956	gene01884	AT5G41740.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16688626- 16693119_FORWARD_LENGTH=3644	0.435483870967742	62	3	190	375	-1	
scf0512956	gene01884	AT4G12020.3_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7209648_FORWARD_LENGTH=5819	0.310344827586207	58	1	2293	2466	1	
scf0512956	gene01884	AT4G28880.1_Symbols:_ckl3_casein_kinase_I-like_3_chr4:14251214-	 14254432_FORWARD_LENGTH=1769	0.405405405405405	74	1	327	548	1	
scf0512956	gene01884	AT3G13670.1_Symbols:__Protein_kinase_family_protein_chr3:4469222-	 4473547_FORWARD_LENGTH=2637	0.421875	64	30	1321	1512	-1	
scf0512956	gene01884	AT1G31540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:11290948- 11293753_REVERSE_LENGTH=2490	0.472727272727273	55	1	168	332	1	
scf0512956	gene01884	AT5G45220.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18298926- 18301069_REVERSE_LENGTH=1641	0.408450704225352	71	3	1126	1338	1	
scf0512956	gene01884	AT1G57850.2_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:21425481- 21427349_FORWARD_LENGTH=438	0.436619718309859	71	1	124	336	1	
scf0512956	gene01884	AT1G63860.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23701485- 23706005_REVERSE_LENGTH=3287	0.507936507936508	63	3	186	374	-1	
scf0512956	gene01884	AT1G65390.2_Symbols:_ATPP2-A5,	 _PP2-A5_phloem_protein_2_A5_chr1:24292490- 24294612_FORWARD_LENGTH=1350	0.415384615384615	65	1	272	466	1	
scf0512956	gene01884	AT5G41750.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16693909- 16697928_FORWARD_LENGTH=3746	0.435294117647059	85	3	258	512	-1	
scf0512956	gene01884	AT2G14080.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr2:5925186- 5929600_FORWARD_LENGTH=3687	0.455696202531646	79	1	298	534	1	
scf0512956	gene01884	AT3G44630.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16196046- 16201225_FORWARD_LENGTH=4066	0.4125	80	1	434	673	1	
scf0512956	gene01884	AT4G16990.4_Symbols:_RLM3_disease_resistance_protein_(TIR-NBS_class),	 _putative_chr4:9560135-9565555_FORWARD_LENGTH=2933	0.507462686567164	67	3	179	379	-1	
