scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512945	gene00249	AT5G66790.1_Symbols:__Protein_kinase_superfamily_protein_chr5:2666514	 2-26667531_FORWARD_LENGTH=2052	0.416666666666667	60	3	858	1037	-1	
scf0512945	gene00249	AT2G28970.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:12443919- 12448163_FORWARD_LENGTH=2361	0.285714285714286	70	5	1453	1662	-1	
scf0512945	gene00249	AT5G59670.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:24041494- 24045652_FORWARD_LENGTH=2825	0.363636363636364	55	3	1754	1918	-1	
scf0512945	gene00249	AT2G28590.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1224967	 9-12251668_FORWARD_LENGTH=1609	0.267326732673267	101	7	742	1044	-1	
scf0512945	gene00249	AT4G23220.1_Symbols:_CRK14_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_14_chr4:12153956- 12157091_REVERSE_LENGTH=2322	0.378787878787879	66	12	1595	1792	-1	
scf0512945	gene00249	AT4G03230.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr4:1419278- 1423337_REVERSE_LENGTH=3258	0.445652173913043	92	18	2573	2848	-1	
scf0512945	gene00249	AT1G21230.1_Symbols:_WAK5_wall_associated_kinase_5_chr1:7429980-	 7432346_FORWARD_LENGTH=2202	0.337078651685393	178	1	1168	1701	1	
scf0512945	gene00249	AT5G01540.1_Symbols:_LECRKA4.1_lectin_receptor_kinase_a4.1_chr5:21097	 9-213472_REVERSE_LENGTH=2494	0.525423728813559	59	2	1520	1696	1	
scf0512945	gene00249	AT5G18500.1_Symbols:__Protein_kinase_superfamily_protein_chr5:6138489	 -6141630_FORWARD_LENGTH=2007	0.431372549019608	51	5	1147	1299	-1	
scf0512945	gene00249	AT2G37710.1_Symbols:_RLK_receptor_lectin_kinase_chr2:15814718-	 15817004_REVERSE_LENGTH=2287	0.473684210526316	57	3	1364	1534	1	
scf0512945	gene00249	AT5G40380.1_Symbols:_CRK42_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_42_chr5:16151772- 16155177_FORWARD_LENGTH=2444	0.43859649122807	57	7	1350	1520	1	
scf0512945	gene00249	AT3G59110.1_Symbols:__Protein_kinase_superfamily_protein_chr3:2185471	 9-21858204_FORWARD_LENGTH=2417	0.448275862068966	87	5	1076	1336	-1	
scf0512945	gene00249	AT1G61610.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr1:22733472- 22736509_FORWARD_LENGTH=2529	0.366666666666667	60	22	1961	2140	-1	
scf0512945	gene00249	AT5G60300.2_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:24264622- 24267210_FORWARD_LENGTH=2490	0.254901960784314	51	8	1189	1341	-1	
scf0512945	gene00249	AT4G32000.2_Symbols:__Protein_kinase_superfamily_protein_chr4:1547397	 1-15476685_REVERSE_LENGTH=1402	0.378787878787879	66	5	360	557	-1	
scf0512945	gene00249	AT1G11300.1_Symbols:__protein_serine/threonine_kinases;protein_kinase	 s;ATP_binding;sugar_binding;kinases;carbohydrate_binding_ chr1:3794238-3800719_FORWARD_LENGTH=5104	0.45	80	47	1989	2228	-1	
scf0512945	gene00249	AT2G39110.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1631966	 4-16321685_FORWARD_LENGTH=1531	0.320512820512821	78	7	620	853	-1	
scf0512945	gene00249	AT5G39000.1_Symbols:__Malectin/receptor-	 like_protein_kinase_family_protein_chr5:15611860- 15614481_FORWARD_LENGTH=2622	0.271186440677966	59	5	2194	2370	1	
scf0512945	gene00249	AT4G33430.1_Symbols:_BAK1,_RKS10,_SERK3,_ELG,_ATSERK3,	 _ATBAK1_BRI1-associated_receptor_kinase_chr4:16086402- 16090771_REVERSE_LENGTH=2583	0.338709677419355	62	5	1996	2181	1	
scf0512945	gene00249	AT1G52290.1_Symbols:__Protein_kinase_superfamily_protein_chr1:1947003	 3-19472449_REVERSE_LENGTH=1835	0.424242424242424	66	5	501	698	-1	
scf0512945	gene00249	AT5G65600.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:26216126- 26218153_REVERSE_LENGTH=2028	0.413793103448276	58	6	1128	1301	-1	
scf0512945	gene00249	AT1G29730.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:10400564- 10405874_REVERSE_LENGTH=3056	0.434782608695652	92	3	1881	2156	-1	
scf0512945	gene00249	AT1G24650.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr1:8734570- 8737315_FORWARD_LENGTH=2661	0.348484848484849	66	6	1891	2088	-1	
scf0512945	gene00249	AT3G59740.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr3:22066987- 22069058_REVERSE_LENGTH=2072	0.285714285714286	63	4	1636	1824	1	
scf0512945	gene00249	AT5G49780.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:20229256- 20233095_FORWARD_LENGTH=2732	0.271604938271605	81	4	1752	1994	-1	
scf0512945	gene00249	AT4G00970.1_Symbols:_CRK41_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_41_chr4:418437- 421694_FORWARD_LENGTH=1998	0.382165605095541	157	11	1025	1495	1	
scf0512945	gene00249	AT2G29000.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:12460781- 12465037_FORWARD_LENGTH=2619	0.277777777777778	72	2	2287	2502	1	
scf0512945	gene00249	AT1G65790.1_Symbols:_ARK1,	 _RK1_receptor_kinase_1_chr1:24468932- 24472329_FORWARD_LENGTH=2532	0.452830188679245	53	23	1838	1996	-1	
scf0512945	gene00249	AT4G23150.1_Symbols:_CRK7_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_7_chr4:12125731- 12128332_FORWARD_LENGTH=2011	0.383928571428571	112	10	1238	1573	1	
scf0512945	gene00249	AT4G23210.3_Symbols:_CRK13_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_13_chr4:12148714- 12151479_REVERSE_LENGTH=2261	0.464788732394366	71	12	1416	1628	-1	
scf0512945	gene00249	AT4G11900.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr4:7150241- 7153571_REVERSE_LENGTH=2579	0.365384615384615	52	21	1919	2074	1	
scf0512945	gene00249	AT1G61400.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr1:22654596- 22657774_REVERSE_LENGTH=2502	0.333333333333333	57	25	1554	1724	1	
scf0512945	gene00249	AT1G07870.1_Symbols:__Protein_kinase_superfamily_protein_chr1:2429699	 -2432034_REVERSE_LENGTH=1697	0.39344262295082	61	2	576	758	1	
scf0512945	gene00249	AT1G79680.1_Symbols:_WAKL10,	 _ATWAKL10_WALL_ASSOCIATED_KINASE_(WAK)- LIKE_10_chr1:29979973-29982773_REVERSE_LENGTH=2549	0.375	64	3	1612	1803	1	
scf0512945	gene00249	AT1G07650.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:2359549- 2366561_REVERSE_LENGTH=3451	0.365079365079365	63	10	2157	2345	1	
scf0512945	gene00249	AT3G02130.1_Symbols:_RPK2,_TOAD2,	 _CLI1_receptor-like_protein_kinase_2_chr3:380726- 384405_FORWARD_LENGTH=3680	0.470588235294118	51	5	3054	3206	-1	
scf0512945	gene00249	AT5G59260.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:23907901- 23909925_REVERSE_LENGTH=2025	0.315789473684211	76	5	1279	1506	-1	
scf0512945	gene00249	AT3G24550.1_Symbols:_ATPERK1,	 _PERK1_proline_extensin- like_receptor_kinase_1_chr3:8960258- 8963568_FORWARD_LENGTH=2377	0.346153846153846	52	6	1276	1431	-1	
scf0512945	gene00249	AT1G56140.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:21001574- 21007809_REVERSE_LENGTH=3320	0.423076923076923	52	8	2173	2328	-1	
scf0512945	gene00249	AT5G35370.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr5:13588433- 13591271_REVERSE_LENGTH=2839	0.421052631578947	57	5	1652	1822	-1	
scf0512945	gene00249	AT3G18810.1_Symbols:__Protein_kinase_superfamily_protein_chr3:6480701	 -6483593_REVERSE_LENGTH=2103	0.311475409836066	61	6	1258	1440	-1	
scf0512945	gene00249	AT4G04490.1_Symbols:_CRK36_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_36_chr4:2231957- 2234638_REVERSE_LENGTH=1977	0.421686746987952	83	13	1337	1585	-1	
scf0512945	gene00249	AT4G33430.2_Symbols:_BAK1_BRI1-	 associated_receptor_kinase_chr4:16086311- 16090777_REVERSE_LENGTH=2821	0.338709677419355	62	5	2143	2328	1	
scf0512945	gene00249	AT3G55550.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr3:20600019- 20602087_REVERSE_LENGTH=2069	0.355932203389831	59	3	1689	1865	1	
scf0512945	gene00249	AT4G00960.1_Symbols:__Protein_kinase_superfamily_protein_chr4:414361-	 416180_FORWARD_LENGTH=1119	0.409090909090909	66	16	413	610	1	
scf0512945	gene00249	AT1G80870.1_Symbols:__Protein_kinase_superfamily_protein_chr1:3039213	 3-30394383_FORWARD_LENGTH=2251	0.377049180327869	61	4	192	374	-1	
scf0512945	gene00249	AT1G68690.1_Symbols:__Protein_kinase_superfamily_protein_chr1:2578860	 8-25792324_FORWARD_LENGTH=3050	0.294117647058824	51	6	1989	2141	-1	
scf0512945	gene00249	AT4G23280.1_Symbols:_CRK20_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_20_chr4:12174740- 12177471_FORWARD_LENGTH=1971	0.396825396825397	63	11	935	1123	-1	
scf0512945	gene00249	AT4G11530.1_Symbols:_CRK34_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_34_chr4:6987093- 6989599_FORWARD_LENGTH=2010	0.489795918367347	98	11	1307	1600	-1	
scf0512945	gene00249	AT2G25220.2_Symbols:__Protein_kinase_superfamily_protein_chr2:1074271	 3-10745594_REVERSE_LENGTH=1573	0.409090909090909	66	4	465	662	-1	
scf0512945	gene00249	AT3G46760.1_Symbols:__Protein_kinase_superfamily_protein_chr3:1722202	 7-17223040_FORWARD_LENGTH=1014	0.352941176470588	68	2	745	948	1	
scf0512945	gene00249	AT5G65700.2_Symbols:_BAM1_Leucine-rich_receptor-	 like_protein_kinase_family_protein_chr5:26281711- 26285413_FORWARD_LENGTH=3469	0.354838709677419	62	6	2623	2808	-1	
scf0512945	gene00249	AT1G61480.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr1:22681316- 22684475_REVERSE_LENGTH=2605	0.377049180327869	61	18	1507	1689	-1	
scf0512945	gene00249	AT1G16260.1_Symbols:__Wall-	 associated_kinase_family_protein_chr1:5559579- 5562113_REVERSE_LENGTH=2387	0.372093023255814	172	1	1227	1742	1	
scf0512945	gene00249	AT1G56120.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:20987288- 20993072_REVERSE_LENGTH=3144	0.35632183908046	87	5	2115	2375	-1	
scf0512945	gene00249	AT4G23250.1_Symbols:_EMB1290,_DUF26-21,_RKC1,	 _CRK17_kinases;protein_kinases_chr4:12162004- 12167026_REVERSE_LENGTH=3108	0.483870967741935	62	8	1346	1531	-1	
scf0512945	gene00249	AT4G35600.2_Symbols:_CONNEXIN_32_Protein_kinase_superfamily_protein_c	 hr4:16896202-16898857_FORWARD_LENGTH=1652	0.428571428571429	56	6	954	1121	-1	
scf0512945	gene00249	AT1G52540.1_Symbols:__Protein_kinase_superfamily_protein_chr1:1957005	 8-19572204_REVERSE_LENGTH=1613	0.333333333333333	51	6	726	878	-1	
scf0512945	gene00249	AT5G59270.1_Symbols:__Concanavalin_A-	 like_lectin_protein_kinase_family_protein_chr5:23911151- 23913235_REVERSE_LENGTH=2007	0.333333333333333	63	6	1261	1449	-1	
scf0512945	gene00249	AT3G45860.1_Symbols:_CRK4_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_4_chr3:16863401- 16866041_REVERSE_LENGTH=2031	0.34375	64	13	983	1174	-1	
scf0512945	gene00249	AT3G09010.1_Symbols:__Protein_kinase_superfamily_protein_chr3:2749953	 -2752276_FORWARD_LENGTH=1704	0.320987654320988	81	6	452	694	1	
scf0512945	gene00249	AT5G18610.2_Symbols:__Protein_kinase_superfamily_protein_chr5:6192443	 -6195753_FORWARD_LENGTH=2081	0.307692307692308	78	6	278	511	1	
scf0512945	gene00249	AT4G28670.1_Symbols:__Protein_kinase_family_protein_with_domain_of_un	 known_function_(DUF26)_chr4:14151387- 14153935_FORWARD_LENGTH=1878	0.359375	64	6	1638	1829	-1	
scf0512945	gene00249	AT1G11280.2_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr1:3787334- 3790876_REVERSE_LENGTH=2840	0.357142857142857	70	21	2132	2341	1	
scf0512945	gene00249	AT2G48010.1_Symbols:_RKF3_receptor-	 like_kinase_in_in_flowers_3_chr2:19641377- 19643491_FORWARD_LENGTH=2115	0.407407407407407	54	6	922	1083	-1	
scf0512945	gene00249	AT1G16140.1_Symbols:_WAKL3_pseudogene_similar_to_wall-	 associated_kinase_protein_family_chr1:5528965- 5531255_FORWARD_LENGTH=2090	0.431372549019608	51	3	1166	1318	-1	
scf0512945	gene00249	AT2G04300.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:1493009- 1497016_FORWARD_LENGTH=2658	0.32258064516129	62	3	1629	1814	-1	
scf0512945	gene00249	AT2G18470.1_Symbols:_PERK4_roline-rich_extensin-	 like_receptor_kinase_4_chr2:8005285- 8008052_REVERSE_LENGTH=2016	0.268292682926829	82	6	964	1209	-1	
scf0512945	gene00249	AT3G15890.1_Symbols:__Protein_kinase_superfamily_protein_chr3:5374248	 -5376275_FORWARD_LENGTH=1388	0.346153846153846	52	6	541	696	-1	
scf0512945	gene00249	AT1G29715.1_Symbols:__pseudogene,	 _putative_receptor-related_serine/threonine_kinase, _blastp_match_of_67%_identity_and_2.6e-98_P- value_to_GP|8671882|gb|AAF78445.1|AC018748_24|AC018748_Co ntains_a_weak_similarity_to_disease_resistance_protein_(c f- 5)_gene_from_Lycopersicon_esculentum_gb|AF053993_and_cont ains_multiple_leucine_rich_PF|00560_repeats_and_protein_k inase_PF|00069_domain._EST_gb|T0-TRUNCATED- _chr1:10389294-10392668_REVERSE_LENGTH=2313	0.447761194029851	67	1	1463	1663	1	
scf0512945	gene00249	AT4G23260.2_Symbols:_CRK18_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_18_chr4:12167416- 12170080_REVERSE_LENGTH=2084	0.431034482758621	58	8	972	1145	-1	
scf0512945	gene00249	AT4G35600.1_Symbols:_CONNEXIN_32_Protein_kinase_superfamily_protein_c	 hr4:16896237-16898876_FORWARD_LENGTH=1633	0.428571428571429	56	6	916	1083	-1	
scf0512945	gene00249	AT1G07650.2_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_chr1:2359673- 2366447_REVERSE_LENGTH=3231	0.365079365079365	63	10	2061	2249	1	
scf0512945	gene00249	AT2G25220.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1074271	 4-10745594_REVERSE_LENGTH=1503	0.409090909090909	66	4	396	593	-1	
scf0512945	gene00249	AT2G28960.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:12437914- 12442347_REVERSE_LENGTH=2787	0.319444444444444	72	3	1737	1952	-1	
scf0512945	gene00249	AT1G07870.2_Symbols:__Protein_kinase_superfamily_protein_chr1:2428773	 -2432057_REVERSE_LENGTH=2000	0.39344262295082	61	2	599	781	1	
scf0512945	gene00249	AT4G21390.1_Symbols:_B120_S-	 locus_lectin_protein_kinase_family_protein_chr4:11394355- 11397583_REVERSE_LENGTH=2762	0.406779661016949	59	16	1650	1826	-1	
scf0512945	gene00249	AT5G15730.2_Symbols:_CRLK2,	 _AtCRLK2_Protein_kinase_superfamily_protein_chr5:5130503- 5133187_FORWARD_LENGTH=1656	0.297297297297297	74	6	570	791	1	
scf0512945	gene00249	AT1G23540.1_Symbols:_IGI1,	 _AtPERK12_Protein_kinase_superfamily_protein_chr1:8346827 -8349786_REVERSE_LENGTH=2278	0.433962264150943	53	4	1092	1250	-1	
scf0512945	gene00249	AT4G23230.1_Symbols:_CRK15_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_15_chr4:12157569- 12160270_REVERSE_LENGTH=2133	0.4	75	10	1379	1603	-1	
scf0512945	gene00249	AT1G29750.1_Symbols:_RKF1_receptor-	 like_kinase_in_flowers_1_chr1:10413881- 10420251_REVERSE_LENGTH=3649	0.352941176470588	51	8	2412	2564	1	
scf0512945	gene00249	AT4G23290.1_Symbols:_CRK21_cysteine-rich_RLK_(RECEPTOR-	 like_protein_kinase)_21_chr4:12177738- 12180784_REVERSE_LENGTH=2090	0.361904761904762	105	9	1311	1625	-1	
scf0512945	gene00249	AT1G11350.1_Symbols:_CBRLK1,_SD1-13,	 _RKS2_S-domain-1_13_chr1:3817591- 3820805_REVERSE_LENGTH=2680	0.372881355932203	59	21	2054	2230	1	
scf0512945	gene00249	AT4G00340.1_Symbols:_RLK4_receptor-like_protein_kinase_4_chr4:148814-	 151686_FORWARD_LENGTH=2791	0.258620689655172	58	12	1873	2046	-1	
