scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512983	gene01295	AT4G16990.1_Symbols:_RLM3_disease_resistance_protein_(TIR-	 NBS_class), _putative_chr4:9560135-9565453_FORWARD_LENGTH=2731	0.515151515151515	66	4	170	367	-1	
scf0512983	gene01295	AT1G13630.2_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:4669787- 4672957_REVERSE_LENGTH=2721	0.256756756756757	74	12	912	1133	1	
scf0512983	gene01295	AT5G22690.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:7541271- 7545182_FORWARD_LENGTH=3419	0.559322033898305	59	4	272	448	-1	
scf0512983	gene01295	AT3G04220.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:1109118- 1112188_REVERSE_LENGTH=2604	0.450980392156863	51	5	352	504	-1	
scf0512983	gene01295	AT1G56520.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:21174768- 21178920_REVERSE_LENGTH=3540	0.46875	64	3	162	353	-1	
scf0512983	gene01295	AT1G12300.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:4183066- 4186124_REVERSE_LENGTH=3059	0.303921568627451	102	20	1341	1646	-1	
scf0512983	gene01295	AT1G64100.1_Symbols:__pentatricopeptide_(PPR)_repeat-	 containing_protein_chr1:23791585- 23793641_FORWARD_LENGTH=2001	0.324786324786325	117	25	1377	1727	-1	
scf0512983	gene01295	AT5G48780.2_Symbols:__disease_resistance_protein_(TIR-	 NBS_class)_chr5:19777453-19779815_FORWARD_LENGTH=2161	0.433962264150943	53	3	253	411	-1	
scf0512983	gene01295	AT2G01740.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr2:326136- 327815_REVERSE_LENGTH=1680	0.296875	64	17	1417	1608	1	
scf0512983	gene01295	AT4G16990.4_Symbols:_RLM3_disease_resistance_protein_(TIR-	 NBS_class), _putative_chr4:9560135-9565555_FORWARD_LENGTH=2933	0.515151515151515	66	4	170	367	-1	
scf0512983	gene01295	AT5G51630.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:20970030- 20974916_FORWARD_LENGTH=3979	0.492537313432836	67	4	192	392	-1	
scf0512983	gene01295	AT4G31850.1_Symbols:_PGR3_proton_gradient_regulation_3_chr4:15403020-	 15406493_FORWARD_LENGTH=3474	0.283950617283951	81	41	1606	1848	-1	
scf0512983	gene01295	AT3G44630.3_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16195984- 16200595_FORWARD_LENGTH=4031	0.36	75	4	502	726	-1	
scf0512983	gene01295	AT3G44480.1_Symbols:_RPP1,	 _cog1_Disease_resistance_protein_(TIR-NBS- LRR_class)_family_chr3:16090564- 16096359_REVERSE_LENGTH=4038	0.36	75	4	530	754	-1	
scf0512983	gene01295	AT4G26680.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr4:13454853- 13456630_FORWARD_LENGTH=1778	0.324324324324324	74	8	664	885	1	
scf0512983	gene01295	AT5G46510.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18860451- 18867013_FORWARD_LENGTH=4708	0.526315789473684	57	4	168	338	-1	
scf0512983	gene01295	AT1G74750.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:28086800-28089367_FORWARD_LENGTH=2568	0.262135922330097	103	15	1279	1587	1	
scf0512983	gene01295	AT1G65850.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:24494678- 24498542_FORWARD_LENGTH=3269	0.507462686567164	67	4	314	514	-1	
scf0512983	gene01295	AT1G17615.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:6059441-6060667_FORWARD_LENGTH=1143	0.406779661016949	118	3	6	359	-1	
scf0512983	gene01295	AT1G72840.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:27409237-27413851_REVERSE_LENGTH=4008	0.420560747663551	107	3	234	554	-1	
scf0512983	gene01295	AT4G19510.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr4:10633685-10639001_FORWARD_LENGTH=4225	0.37037037037037	54	6	120	281	-1	
scf0512983	gene01295	AT2G06000.2_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr2:2327386-2329665_REVERSE_LENGTH=2083	0.257425742574257	101	14	545	847	-1	
scf0512983	gene01295	AT2G35130.2_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr2:14807449- 14810229_REVERSE_LENGTH=2139	0.384615384615385	52	23	1279	1434	-1	
scf0512983	gene01295	AT2G16870.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr2:7308077- 7311686_REVERSE_LENGTH=3330	0.454545454545455	55	5	192	356	-1	
scf0512983	gene01295	AT1G27170.2_Symbols:__transmembrane_receptors;ATP_binding_chr1:9433	 488-9439417_FORWARD_LENGTH=4442	0.366666666666667	60	4	272	451	-1	
scf0512983	gene01295	AT1G05670.2_Symbols:__Pentatricopeptide_repeat_(PPR-	 like)_superfamily_protein_chr1:1697587- 1701025_REVERSE_LENGTH=3333	0.327586206896552	58	21	1435	1608	-1	
scf0512983	gene01295	AT1G79540.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:29920083-29922676_REVERSE_LENGTH=2594	0.316666666666667	60	13	1543	1722	1	
scf0512983	gene01295	AT1G06580.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:2014003-2016054_REVERSE_LENGTH=2052	0.271739130434783	92	20	713	988	-1	
scf0512983	gene01295	AT4G16950.2_Symbols:_RPP5_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9538802- 9544467_REVERSE_LENGTH=4706	0.592592592592593	54	4	322	483	-1	
scf0512983	gene01295	AT2G17140.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr2:7462811-7466626_FORWARD_LENGTH=3088	0.310344827586207	58	21	1885	2058	1	
scf0512983	gene01295	AT2G20142.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr2:8695374- 8696643_FORWARD_LENGTH=1032	0.424242424242424	66	3	157	354	-1	
scf0512983	gene01295	AT5G21222.1_Symbols:__protein_kinase_family_protein_chr5:7208643-	 7213894_FORWARD_LENGTH=3010	0.280701754385965	57	10	1671	1841	1	
scf0512983	gene01295	AT1G63230.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:23450654- 23452311_FORWARD_LENGTH=1572	0.3	170	11	652	1161	-1	
scf0512983	gene01295	AT5G51630.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:20969621- 20974700_FORWARD_LENGTH=3778	0.492537313432836	67	4	211	411	-1	
scf0512983	gene01295	AT1G07740.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:2397442- 2400508_REVERSE_LENGTH=2658	0.259259259259259	81	5	562	804	1	
scf0512983	gene01295	AT5G27270.1_Symbols:_EMB976_Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:9605650- 9609787_FORWARD_LENGTH=3279	0.298507462686567	67	25	757	957	-1	
scf0512983	gene01295	AT3G48810.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr3:18097048-18099721_FORWARD_LENGTH=2514	0.3	80	22	1471	1710	1	
scf0512983	gene01295	AT2G39230.1_Symbols:_LOJ_LATERAL_ORGAN_JUNCTION_chr2:16381647-	 16384250_FORWARD_LENGTH=2604	0.285714285714286	63	19	1278	1466	-1	
scf0512983	gene01295	AT1G72940.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27442238- 27443856_FORWARD_LENGTH=1525	0.289855072463768	138	4	65	478	-1	
scf0512983	gene01295	AT3G44400.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16045954- 16049668_REVERSE_LENGTH=3314	0.342465753424658	73	5	241	459	-1	
scf0512983	gene01295	AT5G48730.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:19763152-19765272_FORWARD_LENGTH=1663	0.326923076923077	52	16	652	807	1	
scf0512983	gene01295	AT5G50280.1_Symbols:_EMB1006_Pentatricopeptide_repeat_(PPR)_superfami	 ly_protein_chr5:20459238-20461504_FORWARD_LENGTH=2172	0.375	64	17	1762	1953	1	
scf0512983	gene01295	AT3G59040.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr3:21821349- 21824348_REVERSE_LENGTH=2013	0.271739130434783	92	17	545	820	1	
scf0512983	gene01295	AT3G16010.1_Symbols:__Pentatricopeptide_repeat_(PPR-	 like)_superfamily_protein_chr3:5434014- 5436264_FORWARD_LENGTH=2077	0.327272727272727	55	20	1737	1901	-1	
scf0512983	gene01295	AT5G38344.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:15325831- 15326988_FORWARD_LENGTH=1158	0.515625	64	3	422	613	-1	
scf0512983	gene01295	AT5G57250.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:23194833-23198524_REVERSE_LENGTH=3576	0.320754716981132	53	20	873	1031	-1	
scf0512983	gene01295	AT3G25510.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class), _putative_chr3:9260838-9268797_REVERSE_LENGTH=5946	0.477611940298507	67	6	3864	4064	-1	
scf0512983	gene01295	AT5G40400.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:16166438-16168841_FORWARD_LENGTH=2404	0.252173913043478	115	10	787	1131	1	
scf0512983	gene01295	AT5G40910.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16395507- 16399129_FORWARD_LENGTH=3315	0.333333333333333	72	5	130	345	-1	
scf0512983	gene01295	AT5G64320.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:25723243-25725451_REVERSE_LENGTH=2209	0.36986301369863	73	23	1398	1616	-1	
scf0512983	gene01295	AT1G62720.1_Symbols:__Pentatricopeptide_repeat_(PPR-	 like)_superfamily_protein_chr1:23227532- 23229150_FORWARD_LENGTH=1619	0.276923076923077	65	27	1288	1482	1	
scf0512983	gene01295	AT3G59040.2_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr3:21821349- 21824312_REVERSE_LENGTH=2312	0.271739130434783	92	17	844	1119	1	
scf0512983	gene01295	AT1G64583.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:23987051- 23988740_REVERSE_LENGTH=1690	0.275	80	17	940	1179	1	
scf0512983	gene01295	AT2G41720.1_Symbols:_EMB2654_Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr2:17403646- 17407135_REVERSE_LENGTH=2575	0.32	75	24	444	668	1	
scf0512983	gene01295	AT4G28010.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr4:13930359- 13933270_FORWARD_LENGTH=2912	0.26865671641791	67	19	1068	1268	1	
scf0512983	gene01295	AT4G16920.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9519173- 9525691_REVERSE_LENGTH=3915	0.441176470588235	68	4	144	347	-1	
scf0512983	gene01295	AT5G36930.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:14567622- 14572630_REVERSE_LENGTH=3852	0.273809523809524	84	7	800	1051	1	
scf0512983	gene01295	AT1G72900.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27432195- 27433782_FORWARD_LENGTH=1363	0.333333333333333	96	6	49	336	-1	
scf0512983	gene01295	AT3G03855.1_Symbols:__pseudogene_of_disease_resistance_protein_chr3	 :986948-990738_FORWARD_LENGTH=3791	0.477611940298507	67	3	263	463	-1	
scf0512983	gene01295	AT5G18370.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:6085036- 6088926_REVERSE_LENGTH=3633	0.373134328358209	67	6	292	492	-1	
scf0512983	gene01295	AT1G69550.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:26148021-26153555_REVERSE_LENGTH=5199	0.521739130434783	69	4	535	741	-1	
scf0512983	gene01295	AT5G39980.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:16000712- 16003072_REVERSE_LENGTH=2361	0.35	80	45	1056	1295	-1	
scf0512983	gene01295	AT5G02860.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:654102-656561_FORWARD_LENGTH=2460	0.286486486486487	185	37	936	1490	-1	
scf0512983	gene01295	AT1G05670.1_Symbols:__Pentatricopeptide_repeat_(PPR-	 like)_superfamily_protein_chr1:1697587- 1701025_REVERSE_LENGTH=3227	0.327586206896552	58	21	1435	1608	-1	
scf0512983	gene01295	AT5G46450.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18835618- 18839546_FORWARD_LENGTH=3372	0.418181818181818	55	6	214	378	-1	
scf0512983	gene01295	AT5G48780.1_Symbols:__disease_resistance_protein_(TIR-	 NBS_class)_chr5:19777468-19779604_FORWARD_LENGTH=2053	0.433962264150943	53	3	238	396	-1	
scf0512983	gene01295	AT5G39710.1_Symbols:_EMB2745_Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:15895729- 15897972_FORWARD_LENGTH=2244	0.296296296296296	81	26	1552	1794	1	
scf0512983	gene01295	AT5G13770.1_Symbols:__Pentatricopeptide_repeat_(PPR-	 like)_superfamily_protein_chr5:4445423- 4447476_FORWARD_LENGTH=2054	0.286666666666667	150	4	1149	1598	1	
scf0512983	gene01295	AT5G41750.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16693909- 16698943_FORWARD_LENGTH=4140	0.462962962962963	54	3	336	497	-1	
scf0512983	gene01295	AT5G36930.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:14567622- 14572630_REVERSE_LENGTH=3876	0.273809523809524	84	7	824	1075	1	
scf0512983	gene01295	AT1G12775.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:4353906-4355929_FORWARD_LENGTH=2024	0.268292682926829	82	21	1621	1866	1	
scf0512983	gene01295	AT5G17880.1_Symbols:_CSA1_disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr5:5908874-5913099_REVERSE_LENGTH=3597	0.415384615384615	65	2	178	372	1	
scf0512983	gene01295	AT1G56540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:21181664- 21185306_FORWARD_LENGTH=3291	0.324675324675325	77	5	124	354	-1	
scf0512983	gene01295	AT4G16890.1_Symbols:_SNC1,	 _BAL_disease_resistance_protein_(TIR-NBS-LRR_class), _putative_chr4:9500506-9505455_REVERSE_LENGTH=3906	0.404494382022472	89	4	87	353	-1	
scf0512983	gene01295	AT4G01570.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr4:679472- 681940_FORWARD_LENGTH=2469	0.431372549019608	51	19	2115	2267	-1	
scf0512983	gene01295	AT5G01110.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:41768- 44375_REVERSE_LENGTH=2608	0.2625	80	18	2011	2250	1	
scf0512983	gene01295	AT1G73710.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:27721190-27724165_FORWARD_LENGTH=2976	0.342105263157895	76	29	1005	1232	-1	
scf0512983	gene01295	AT1G19290.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:6666249-6668963_FORWARD_LENGTH=2715	0.28125	64	22	2362	2553	1	
scf0512983	gene01295	AT1G12620.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:4294594-4297084_REVERSE_LENGTH=2407	0.292207792207792	154	15	1134	1595	-1	
scf0512983	gene01295	AT5G46490.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18850776- 18852862_FORWARD_LENGTH=1467	0.372549019607843	51	2	946	1098	1	
scf0512983	gene01295	AT1G64580.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:23984790-23986731_REVERSE_LENGTH=1942	0.325	80	14	941	1180	1	
scf0512983	gene01295	AT1G72840.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:27409302-27413831_REVERSE_LENGTH=4016	0.420560747663551	107	3	214	534	-1	
scf0512983	gene01295	AT3G04760.1_Symbols:__Pentatricopeptide_repeat_(PPR-	 like)_superfamily_protein_chr3:1303575- 1305878_REVERSE_LENGTH=2304	0.284615384615385	130	19	1326	1715	-1	
scf0512983	gene01295	AT5G18360.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:6080049- 6083027_REVERSE_LENGTH=2703	0.372549019607843	51	4	3	155	-1	
scf0512983	gene01295	AT5G14770.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:4772881- 4775697_REVERSE_LENGTH=2817	0.405797101449275	69	29	1191	1397	-1	
scf0512983	gene01295	AT3G04210.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr3:1105963-1108069_REVERSE_LENGTH=1940	0.462686567164179	67	4	376	576	-1	
scf0512983	gene01295	AT3G54980.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr3:20370234-20373069_FORWARD_LENGTH=2836	0.278481012658228	79	19	1383	1619	1	
scf0512983	gene01295	AT2G19280.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr2:8362435-8366144_FORWARD_LENGTH=3454	0.338983050847458	59	15	1500	1676	-1	
scf0512983	gene01295	AT1G08610.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:2733657-2735819_REVERSE_LENGTH=2082	0.2625	80	14	1415	1654	1	
scf0512983	gene01295	AT5G41540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16612659- 16616063_REVERSE_LENGTH=3117	0.447761194029851	67	4	147	347	-1	
scf0512983	gene01295	AT4G16860.1_Symbols:_RPP4_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9488466- 9495816_REVERSE_LENGTH=3678	0.462962962962963	54	5	333	494	-1	
scf0512983	gene01295	AT1G63750.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23650848- 23655363_FORWARD_LENGTH=4340	0.378378378378378	74	5	239	460	-1	
scf0512983	gene01295	AT5G46470.1_Symbols:_RPS6_disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18842701- 18849741_FORWARD_LENGTH=4849	0.4	60	6	4446	4625	-1	
scf0512983	gene01295	AT1G63150.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:23419396- 23421579_FORWARD_LENGTH=2049	0.3	80	19	874	1113	1	
scf0512983	gene01295	AT4G12010.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:7197211- 7201393_REVERSE_LENGTH=3774	0.576923076923077	52	4	186	341	-1	
scf0512983	gene01295	AT4G36140.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class), _putative_chr4:17098956-17104479_REVERSE_LENGTH=4824	0.380281690140845	71	7	259	471	-1	
scf0512983	gene01295	AT5G44870.1_Symbols:_LAZ5_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18114666- 18118608_FORWARD_LENGTH=3513	0.344827586206897	58	5	169	342	-1	
scf0512983	gene01295	AT4G19440.2_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr4:10600788- 10604520_REVERSE_LENGTH=3171	0.294117647058824	51	25	2023	2175	-1	
scf0512983	gene01295	AT4G11170.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:6811127- 6817130_FORWARD_LENGTH=3288	0.508474576271186	59	6	177	353	-1	
scf0512983	gene01295	AT1G63860.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23701484- 23706005_REVERSE_LENGTH=3451	0.402985074626866	67	5	162	362	-1	
scf0512983	gene01295	AT1G13630.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr1:4669784- 4672826_REVERSE_LENGTH=2421	0.256756756756757	74	12	781	1002	1	
scf0512983	gene01295	AT4G16990.3_Symbols:_RLM3_disease_resistance_protein_(TIR-	 NBS_class), _putative_chr4:9560135-9565555_FORWARD_LENGTH=2918	0.515151515151515	66	4	170	367	-1	
scf0512983	gene01295	AT3G53170.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr3:19704485- 19706417_REVERSE_LENGTH=1615	0.294117647058824	51	15	1285	1437	1	
scf0512983	gene01295	AT1G18900.2_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:6529046-6532614_FORWARD_LENGTH=3197	0.259259259259259	54	18	1873	2034	-1	
scf0512983	gene01295	AT4G14370.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:8279641- 8283263_REVERSE_LENGTH=3220	0.388888888888889	72	5	7	222	-1	
scf0512983	gene01295	AT1G27170.1_Symbols:__transmembrane_receptors;ATP_binding_chr1:9434	 559-9439417_FORWARD_LENGTH=4512	0.420289855072464	69	2	982	1188	1	
